760,Methomyl,C5H10N2O2S,250ug,20/10/2021 01:51:42,20/10/2021 01:52:54
761,Methomyl,C5H10N2O2S,125ug,30/04/2021 02:02:26,30/04/2021 02:03:41
762,Methomyl,C5H10N2O2S,125ug,26/11/2021 01:35:34,26/11/2021 01:36:47
760,Methomyl,C5H10N2O2S,125ug,03/11/2021 12:22:01,03/11/2021 12:23:26
761,Methomyl,C5H10N2O2S,125ug,24/11/2021 12:22:41,24/11/2021 12:23:36
762,Methomyl,C5H10N2O2S,67ug,27/09/2022 11:20:20,27/09/2022 12:17:44
760,Methomyl,C5H10N2O2S,125ug,04/11/2021 10:43:06,04/11/2021 10:44:25
761,Methomyl,C5H10N2O2S,125ug,25/11/2021 10:40:16,25/11/2021 10:41:37
762,Methomyl,C5H10N2O2S,125ug,28/11/2021 10:19:23,28/11/2021 01:38:20
768,Methomyl,C5H10N2O2S,67ug,04/01/2022 10:23:41,04/01/2022 10:24:24
769,Methomyl,C5H10N2O2S,125ug,06/01/2022 10:26:22,06/01/2022 10:28:02
760,Methomyl,C5H10N2O2S,125ug,21/05/2021 11:57:35,21/05/2021 11:58:49
761,Methomyl,C5H10N2O2S,125ug,21/05/2021 11:54:55,21/05/2021 11:56:27
762,Methomyl,C5H10N2O2S,37ug,21/05/2021 11:49:20,21/05/2021 11:50:39
768,Methomyl,C5H10N2O2S,67ug,21/05/2021 11:53:15,21/05/2021 11:54:21
769,Methomyl,C5H10N2O2S,67ug,21/05/2021 11:51:30,21/05/2021 11:52:44
760,Methomyl,C5H10N2O2S,125ug,25/06/2021 18:01:30,25/06/2021 18:02:34
761,Methomyl,C5H10N2O2S,125ug,25/06/2021 18:02:55,25/06/2021 18:03:59
760,Methomyl,C5H10N2O2S,37ug,09/07/2021 16:30:40,09/07/2021 16:31:40
761,Methomyl,C5H10N2O2S,37ug,09/07/2021 16:32:20,09/07/2021 16:33:14
766,temoin,H2O,0ug,30/04/2021 18:20:00,30/04/2021 18:20:46
766,temoin,H2O,0ug,07/05/2021 10:38:07,07/05/2021 10:39:07
766,temoin,H2O,0ug,14/05/2021 09:34:20,14/05/2021 09:35:25
766,temoin,H2O,0ug,21/05/2021 11:46:42,21/05/2021 11:47:40